,titleType,percent
0,tvEpisode,"75,63819705380061"
1,short,"9,550570323931852"
2,movie,"6,649784808477648"
3,video,"2,833186415426507"
4,tvSeries,"2,4901742062744274"
5,tvMovie,"1,473352632908009"
6,tvMiniSeries,"0,49091027131121173"
7,tvSpecial,"0,4202969301534986"
8,videoGame,"0,3496203531678831"
9,tvShort,"0,1038859259390415"
10,tvPilot,"2,107860930080988e-05"
